Collection,Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google selfuct Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
Feat-men,frenchteddy-zipper-hoodie-5-navy,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0721/2253/products/french-5-s2_a86cd9db-e08e-4091-8f86-48987d427cf3.jpg?v=1571261575,2
Feat-men,frenchteddy-zipper-hoodie-5-army,FrenchTeddy Zipper Hoodie - Army,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>Free Shipping Free Returns Happiness Guarantee Soft Durable Lovable We set out to find the perfect balance between durability and comfort FrenchTeddy is the result This slim fit unisex full zip hoodie is an all time classic Mid weight</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Free shipping and returns for orders above $75</sectionBody></section></sections>",Feat-men,hoodies,"feat socks, the softest hoodies ever,  tab1 frenchteddy size guide,  tab2 frenchteddy fabric,  tab3 why we love frenchteddy, frenchteddy, large, medium, small, xl, xsmall, xxl, zipper",,Title,Default Title,Link,https://featsocks.com/products/frenchteddy-zipper-hoodie-5?variant=29491806339137,Sizes,"S,M,L,XL,XXL",,227,,deny,manual,89.00,,True,True,,https://cdn.shopify.com/s/files/1/0721/2253/products/olive-frenchteddy-s1_64e2ac64-978b-4be5-9111-70e411c57cff.jpg?v=1571261575,1,,FALSE,,,,,,,,,,,,,,,,,,,
Feat-men,frenchteddy-zipper-hoodie-5-army,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0721/2253/products/olive-frenchteddy-s2_7216c7f2-aa32-4072-a961-d558b904e7ec.jpg?v=1571261575,2
Feat-men,frenchteddy-zipper-hoodie-5-jet black,FrenchTeddy Zipper Hoodie - Jet Black,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>Free Shipping Free Returns Happiness Guarantee Soft Durable Lovable We set out to find the perfect balance between durability and comfort FrenchTeddy is the result This slim fit unisex full zip hoodie is an all time classic Mid weight</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Free shipping and returns for orders above $75</sectionBody></section></sections>",Feat-men,hoodies,"feat socks, the softest hoodies ever,  tab1 frenchteddy size guide,  tab2 frenchteddy fabric,  tab3 why we love frenchteddy, frenchteddy, large, medium, small, xl, xsmall, xxl, zipper",,Title,Default Title,Link,https://featsocks.com/products/frenchteddy-zipper-hoodie-5?variant=29491805519937,Sizes,"S,M,L",,227,,deny,manual,89.00,,True,True,,https://cdn.shopify.com/s/files/1/0721/2253/products/french-4-s1_f58fea9b-377c-4e48-b4d5-d9c64e38b16c.jpg?v=1571261575,1,,FALSE,,,,,,,,,,,,,,,,,,,
Feat-men,frenchteddy-zipper-hoodie-5-jet black,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0721/2253/products/french-4-s2_1a52a560-40fe-4198-a3a1-3a81d6362ae8.jpg?v=1571261575,2
Feat-men,pura-vida-hoodie-3-0,Pura Vida Hoodie 3.0,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>Our signature suuuuper soft fabric makes this the softest hoodie you ll ever wear New and improved fit The perfect fit Guaranteed Unisex Made in Los Angeles California Cotton 37 For moisture control amp breathability Poly 50 Makes this hoodie last longer amp minimizes wrinkles amp shrinkage Rayon Blend 13 Keeps the hoodie stretchy adds a cooling effect amp creates the super soft feeling of the fabric Machine Wash Normally Cold Water</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Free shipping and returns for orders above $75</sectionBody></section></sections>",Feat-men,hoodies,"feat socks, the softest hoodies ever, butterwash, hoodie, large, medium, small, xl, xsmall, xxl",,Title,Default Title,Link,https://featsocks.com/products/pura-vida-hoodie-3-0,Sizes,"S,L,XL",,0,,deny,manual,66.75,89.00,True,True,,https://cdn.shopify.com/s/files/1/0721/2253/products/hoodie-1_s1.jpg?v=1552907010,1,,FALSE,,,,,,,,,,,,,,,,,,,
Feat-men,pura-vida-hoodie-3-0,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0721/2253/products/hoodie-1s2.jpg?v=1552907011,2
Feat-men,watercolor-hoodie-3-0,Watercolor Hoodie 3.0,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>Our signature suuuuper soft fabric makes this the softest hoodie you ll ever wear New and improved fit The perfect fit Guaranteed Unisex Made in Los Angeles California Cotton 37 For moisture control amp breathability Poly 50 Makes this hoodie last longer amp minimizes wrinkles amp shrinkage Rayon Blend 13 Keeps the hoodie stretchy adds a cooling effect amp creates the super soft feeling of the fabric Machine Wash Normally Cold Water</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Free shipping and returns for orders above $75</sectionBody></section></sections>",Feat-men,hoodies,"feat socks, the softest hoodies ever, butterwash, hoodie, large, medium, small, xl, xsmall, xxl",,Title,Default Title,Link,https://featsocks.com/products/watercolor-hoodie-3-0,Sizes,"XS,S",,0,,deny,manual,66.75,89.00,True,True,,https://cdn.shopify.com/s/files/1/0721/2253/products/hoodie-2s1_1.jpg?v=1552983172,1,,FALSE,,,,,,,,,,,,,,,,,,,
Feat-men,watercolor-hoodie-3-0,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0721/2253/products/hoodie-2s2_1.jpg?v=1552983172,2
Feat-men,6sockbundle,6 Random Socks,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>There is nothing better than a mystery of super fun comfortable and affordable socks All FEAT socks are designed to be worn with any shoe You can expect the perfect variety of lifestyle dress amp athletic blends to make sure all of your socks needs are met We ve spent years perfecting the blends and manufacturing of our socks The result Premium comfort with designs you ll love and performance you need to get through the daily grind From the gym to the office this box will make sure your feet are covered International Customers International customers will be responsible for potential VAT and customs charges once the product arrives at it s destination</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Free shipping and returns for orders above $75</sectionBody></section></sections>",Feat-men,socks,"feat socks, socks, pack, size large 9, size small 4 8",,Title,Default Title,Link,https://featsocks.com/products/6sockbundle,Sizes,SMALL (4-8),,0,,deny,manual,45.00,90.00,True,True,,https://cdn.shopify.com/s/files/1/0721/2253/products/feat-1_6aff025b-98b7-496c-a807-d085009804af.jpg?v=1545355638,1,,FALSE,,,,,,,,,,,,,,,,,,,
Feat-men,6sockbundle,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0721/2253/products/Screen_Shot_2018-11-21_at_12.24.50_PM_66754692-e31b-467f-bd44-e5976fa364e3.png?v=1545355637,2
Feat-men,no-show-mystery-box,No Show Mystery Box (9-Pairs),"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>If your ankles are feeling trapped free them with our signature No Show socks Designed with our signature NonSlip Grippers on the heel these socks actually stay on Non Slip Grippers Smooth Toe Seam Breathable amp Anti Odor Blend Our team has voted the No Shows as the best socks we ve ever made Premium polyester elastic nylon blend Because the mystery box truly is a mystery we don t accept returns of the box but we ll do our best to make sure you are completely satisfied with your purchase</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Free shipping and returns for orders above $75</sectionBody></section></sections>",Feat-men,socks,"feat socks, socks, 9 pair, lifestyle socks, mystery, no returns, no shows, pack, size small women 5",,Title,Default Title,Link,https://featsocks.com/products/no-show-mystery-box,Sizes,"SMALL: WOMEN 5-10, MEN 4-9",,765,,deny,manual,65.00,135.00,True,True,,https://cdn.shopify.com/s/files/1/0721/2253/products/New_No_Show_Image_85b9c7b3-7f30-431a-b16d-a6899a0cf41d.jpg?v=1526710129,1,,FALSE,,,,,,,,,,,,,,,,,,,
Feat-men,no-show-mystery-box,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0721/2253/products/pack-no-show-mystery-box-9-pairs-2.jpg?v=1526710129,2
Feat-men,no-show-mystery-box,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0721/2253/products/pack-no-show-mystery-box-9-pairs-3.jpg?v=1526710130,3
Feat-men,no-show-mystery-box,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0721/2253/products/pack-no-show-mystery-box-9-pairs-4.jpg?v=1526710131,4
Feat-men,ugly-christmas-sweater-socks-green,Ugly Christmas Sweater Socks (green),"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>Tis the season to wear the ugliest socks you can find Unixes socks for every shoe Moisture wicking poly nylon blend</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Free shipping and returns for orders above $75</sectionBody></section></sections>",Feat-men,socks,"feat socks, socks, 1 pair, christmas, feat socks, size large, size small 4 9",,Title,Default Title,Link,https://featsocks.com/products/ugly-christmas-sweater-socks-green,Sizes,"SMALL 4-9,LARGE 10+",,0,,deny,manual,10.00,15.00,True,True,,https://cdn.shopify.com/s/files/1/0721/2253/products/socks-8_a3c8797b-21ba-4e4a-932e-3dbb8b88bc69.jpg?v=1544016643,1,,FALSE,,,,,,,,,,,,,,,,,,,
Feat-men,ugly-christmas-sweater-socks-red,Ugly Christmas Sweater Socks (red),"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>Tis the season to wear the ugliest socks you can find Unixes socks for every shoe Moisture wicking poly nylon blend</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Free shipping and returns for orders above $75</sectionBody></section></sections>",Feat-men,socks,"feat socks, socks, 1 pair, christmas, feat socks, size large, size small 4 9",,Title,Default Title,Link,https://featsocks.com/products/ugly-christmas-sweater-socks-red,Sizes,"SMALL 4-9,LARGE 10+",,0,,deny,manual,10.00,15.00,True,True,,https://cdn.shopify.com/s/files/1/0721/2253/products/socks-11_13b3b6d3-320a-495a-95d4-98bc82aa30be.jpg?v=1544016660,1,,FALSE,,,,,,,,,,,,,,,,,,,
Feat-men,ugly-beer-sweater-socks-green,Ugly Beer Sweater Socks,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>Tis the season to wear the ugliest socks you can find Unixes socks for every shoe Moisture wicking poly nylon blend</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Free shipping and returns for orders above $75</sectionBody></section></sections>",Feat-men,socks,"feat socks, socks, 1 pair, feat socks, size large, size small 4 9",,Title,Default Title,Link,https://featsocks.com/products/ugly-beer-sweater-socks-green,Sizes,SMALL 4-9,,0,,deny,manual,10.00,15.00,True,True,,https://cdn.shopify.com/s/files/1/0721/2253/products/socks-16_209641ab-7f50-495a-b919-fd88ec942dc3.jpg?v=1544016654,1,,FALSE,,,,,,,,,,,,,,,,,,,
Feat-men,the-bolts,The Bolts,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>The Bolts These everyday socks are retro inspired for your everyday sneaker Fits both men amp women Limited edition Athletic blend with mesh where you want it padding where you need it</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Free shipping and returns for orders above $75</sectionBody></section></sections>",Feat-men,socks,"feat socks, socks, 1 pair, crew, feat socks, fun holiday, lifestyle socks, mid calf, nature, size small women 5, spotlight singles",,Title,Default Title,Link,https://featsocks.com/products/the-bolts,Sizes,"SMALL: WOMEN 5-10, MEN 4-9",,85,,deny,manual,10.00,15.00,True,True,,https://cdn.shopify.com/s/files/1/0721/2253/products/FEATS-s16.jpg?v=1526710204,1,,FALSE,,,,,,,,,,,,,,,,,,,
Feat-men,beersocks,Las Cervezas,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>It s Spanish for beer</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Free shipping and returns for orders above $75</sectionBody></section></sections>",Feat-men,socks,"feat socks, socks, 1 pair, size large 9, size small 4 8",,Title,Default Title,Link,https://featsocks.com/products/beersocks,Sizes,SMALL (4-8),,0,,deny,manual,10.00,15.00,True,True,,https://cdn.shopify.com/s/files/1/0721/2253/products/socks-8.jpg?v=1542627031,1,,FALSE,,,,,,,,,,,,,,,,,,,
Feat-men,90ssocks,The 90's,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>Name a better decade I ll wait</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Free shipping and returns for orders above $75</sectionBody></section></sections>",Feat-men,socks,"feat socks, socks, 1 pair, size large 9, size small 4 8",,Title,Default Title,Link,https://featsocks.com/products/90ssocks,Sizes,"SMALL (4-8),LARGE (9+)",,0,,deny,manual,10.00,15.00,True,True,,https://cdn.shopify.com/s/files/1/0721/2253/products/socks-31.jpg?v=1542667358,1,,FALSE,,,,,,,,,,,,,,,,,,,
Feat-men,the-throwbacks,The Throwbacks,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>What the heck is this pattern from Come on you can remember 90 s style socks for every shoe Most comfortable in sneakers 95 Premium Polyester 5 Elastic</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Free shipping and returns for orders above $75</sectionBody></section></sections>",Feat-men,socks,"feat socks, socks, 1 pair, basics, crew, feat socks, lifestyle socks, mid calf, size large women, size small women 5, spotlight singles",,Title,Default Title,Link,https://featsocks.com/products/the-throwbacks,Sizes,"SMALL: WOMEN 5-10, MEN 4-9",,113,,deny,manual,10.00,15.00,True,True,,https://cdn.shopify.com/s/files/1/0721/2253/products/FEATS-s23_1.jpg?v=1526710212,1,,FALSE,,,,,,,,,,,,,,,,,,,
Feat-men,oceansocks,The Cape Codders,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>Is the ocean salty because the land didn t wave back</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Free shipping and returns for orders above $75</sectionBody></section></sections>",Feat-men,socks,"feat socks, socks, 1 pair, size large 9, size small 4 8",,Title,Default Title,Link,https://featsocks.com/products/oceansocks,Sizes,SMALL (4-8),,0,,deny,manual,10.00,15.00,True,True,,https://cdn.shopify.com/s/files/1/0721/2253/products/socks-9.jpg?v=1542626964,1,,FALSE,,,,,,,,,,,,,,,,,,,
Feat-men,stars-n-stripes,Stars N' Stripes,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>Part of Aly Raisman s Signature collection Red White amp Blue necessities</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Free shipping and returns for orders above $75</sectionBody></section></sections>",Feat-men,socks,"feat socks, socks, 1 pair, aly raisman collection, america socks, crew, feat socks, fun holiday, mid calf, size small women 5",,Title,Default Title,Link,https://featsocks.com/products/stars-n-stripes,Sizes,"SMALL: WOMEN 5-10, MEN 4-9",,0,,deny,manual,10.00,15.00,True,True,,https://cdn.shopify.com/s/files/1/0721/2253/products/socks-stars-n-stripes-1.jpg?v=1526710181,1,,FALSE,,,,,,,,,,,,,,,,,,,
Feat-men,stars-n-stripes,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0721/2253/products/socks-stars-n-stripes-2.jpg?v=1526710182,2
Feat-men,star-splattered-banners,Star Splattered Banners,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>This sock is part of Aly Raisman s signature collection The socks were created in collaboration with her</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Free shipping and returns for orders above $75</sectionBody></section></sections>",Feat-men,socks,"feat socks, socks, 1 pair, aly raisman collection, america socks, crew, feat socks, fun holiday, size small women 5, size youth one size fits most",,Title,Default Title,Link,https://featsocks.com/products/star-splattered-banners,Sizes,"OS,SMALL: WOMEN 5-10, MEN 4-9",,0,,deny,manual,15.00,15.00,True,True,,https://cdn.shopify.com/s/files/1/0721/2253/products/socks-star-splattered-banners-1.jpg?v=1526710179,1,,FALSE,,,,,,,,,,,,,,,,,,,
Feat-men,star-splattered-banners,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0721/2253/products/socks-star-splattered-banners-2.jpg?v=1526710180,2
Feat-men,18-random-socks-1,18 Random Socks,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>There is nothing better than a mystery of super fun comfortable and affordable socks All FEAT socks are designed to be worn with any shoe You can expect the perfect variety of lifestyle dress amp athletic blends to make sure all of your socks needs are met We ve spent years perfecting the blends and manufacturing of our socks The result Premium comfort with designs you ll love and performance you need to get through the daily grind From the gym to the office this box will make sure your feet are covered International Customers International customers will be responsible for potential VAT and customs charges once the product arrives at it s destination</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Free shipping and returns for orders above $75</sectionBody></section></sections>",Feat-men,socks,"feat socks, socks, 18 pair, pack, size large 9, size small 4 8",,Title,Default Title,Link,https://featsocks.com/products/18-random-socks-1,Sizes,SMALL (4-8),,0,,deny,manual,122.00,270.00,True,True,,https://cdn.shopify.com/s/files/1/0721/2253/products/feat-3_e0b755b5-83f9-4ef0-9e68-a46b32bae6cc.jpg?v=1545355631,1,,FALSE,,,,,,,,,,,,,,,,,,,
Feat-men,hotairballons,The Serengetees,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>Some dude named Ryan traveled to 75 countries and took 7 years to find this pattern</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Free shipping and returns for orders above $75</sectionBody></section></sections>",Feat-men,socks,"feat socks, socks, 1 pair, size large 9, size small 4 8",,Title,Default Title,Link,https://featsocks.com/products/hotairballons,Sizes,SMALL (4-8),,0,,deny,manual,10.00,15.00,True,True,,https://cdn.shopify.com/s/files/1/0721/2253/products/socks-25.jpg?v=1542667346,1,,FALSE,,,,,,,,,,,,,,,,,,,
Feat-men,trednysocks,The Trendies,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>It s what all the cool kids are wearing</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Free shipping and returns for orders above $75</sectionBody></section></sections>",Feat-men,socks,"feat socks, socks, 1 pair, size large 9, size small 4 8",,Title,Default Title,Link,https://featsocks.com/products/trednysocks,Sizes,SMALL (4-8),,0,,deny,manual,15.00,15.00,True,True,,https://cdn.shopify.com/s/files/1/0721/2253/products/socks-14.jpg?v=1542626891,1,,FALSE,,,,,,,,,,,,,,,,,,,
Feat-men,tunasocks,The Wicked Tunas,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>These tuna s don t weigh a hundred pounds and take hours to reel in</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Free shipping and returns for orders above $75</sectionBody></section></sections>",Feat-men,socks,"feat socks, socks, 1 pair, size large 9, size small 4 8",,Title,Default Title,Link,https://featsocks.com/products/tunasocks,Sizes,SMALL (4-8),,0,,deny,manual,15.00,15.00,True,True,,https://cdn.shopify.com/s/files/1/0721/2253/products/socks-11.jpg?v=1542626985,1,,FALSE,,,,,,,,,,,,,,,,,,,
Feat-men,willsmithsocks,The West Philadelphia's,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>Innnnnnnn West Philadelphia born and raised</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Free shipping and returns for orders above $75</sectionBody></section></sections>",Feat-men,socks,"feat socks, socks, 1 pair, size large 9, size small 4 8",,Title,Default Title,Link,https://featsocks.com/products/willsmithsocks,Sizes,"SMALL (4-8),LARGE (9+)",,0,,deny,manual,15.00,15.00,True,True,,https://cdn.shopify.com/s/files/1/0721/2253/products/socks-7.jpg?v=1571277114,1,,FALSE,,,,,,,,,,,,,,,,,,,
Feat-men,copy-of-the-slingshots,The Paisleys,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>Here for the next 24 hours OR while supplies last These limited edition unisex mid calf lifestyle socks are a new favorite</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Free shipping and returns for orders above $75</sectionBody></section></sections>",Feat-men,socks,"feat socks, socks, 1 pair, size small 6 9",,Title,Default Title,Link,https://featsocks.com/products/copy-of-the-slingshots,Sizes,SMALL: 6-9,,85,,deny,manual,15.00,15.00,True,True,,https://cdn.shopify.com/s/files/1/0721/2253/products/socks-54.jpg?v=1542008055,1,,FALSE,,,,,,,,,,,,,,,,,,,
Feat-men,copy-of-grape-no-show,Red No Show,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>non slip grippers on the heel prefect elastic comfort balance</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Free shipping and returns for orders above $75</sectionBody></section></sections>",Feat-men,socks,"feat socks, socks, 1 pair, feat socks, food, geometric, lifestyle socks, no shows, size large women, size small women 5, spotlight singles",,Title,Default Title,Link,https://featsocks.com/products/copy-of-grape-no-show,Sizes,"SMALL: WOMEN 5-10, MEN 4-9",,85,,deny,manual,15.00,15.00,True,True,,https://cdn.shopify.com/s/files/1/0721/2253/products/no-show-4.jpg?v=1533689250,1,,FALSE,,,,,,,,,,,,,,,,,,,
Feat-men,checker-no-show,Checker No Show,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>A staple no show for your everyday Our no shows will actually stay on your feet too non slip grippers on the heel prefect elastic comfort balance</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Free shipping and returns for orders above $75</sectionBody></section></sections>",Feat-men,socks,"feat socks, socks, 1 pair, basics, feat socks, lifestyle socks, nature, no shows, size small women 5, spotlight singles",,Title,Default Title,Link,https://featsocks.com/products/checker-no-show,Sizes,"SMALL: WOMEN 5-10, MEN 4-9",,85,,deny,manual,8.00,15.00,True,True,,https://cdn.shopify.com/s/files/1/0721/2253/products/no-show-1.jpg?v=1529967908,1,,FALSE,,,,,,,,,,,,,,,,,,,
Feat-men,invisible-feet,Invisible Feet No Show,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>A staple no show for your everyday Our no shows will actually stay on your feet too non slip grippers on the heel prefect elastic comfort balance</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Free shipping and returns for orders above $75</sectionBody></section></sections>",Feat-men,socks,"feat socks, socks, 1 pair, basics, feat socks, lifestyle socks, nature, no shows, size large women, size small women 5, spotlight singles",,Title,Default Title,Link,https://featsocks.com/products/invisible-feet,Sizes,"SMALL: WOMEN 5-10, MEN 4-9",,85,,deny,manual,15.00,15.00,True,True,,https://cdn.shopify.com/s/files/1/0721/2253/products/no-show-7.jpg?v=1529967903,1,,FALSE,,,,,,,,,,,,,,,,,,,
Feat-men,the-throbacks-no-show,The Throwbacks No Show,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>A staple no show for your everyday Our no shows will actually stay on your feet too non slip grippers on the heel prefect elastic comfort balance</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Free shipping and returns for orders above $75</sectionBody></section></sections>",Feat-men,socks,"feat socks, socks, 1 pair, basics, feat socks, lifestyle socks, nature, no shows, size small women 5, spotlight singles",,Title,Default Title,Link,https://featsocks.com/products/the-throbacks-no-show,Sizes,"SMALL: WOMEN 5-10, MEN 4-9",,85,,deny,manual,15.00,15.00,True,True,,https://cdn.shopify.com/s/files/1/0721/2253/products/no-show-3.jpg?v=1528501543,1,,FALSE,,,,,,,,,,,,,,,,,,,
