Collection,Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google selfuct Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
,jimmy-sweater-crew-navy,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall19-775.jpg?v=1568920162,3,,,,,,,,,,,,,,,,,,,,,
,jimmy-sweater-crew-navy,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall19-630.jpg?v=1568920162,4,,,,,,,,,,,,,,,,,,,,,
,jimmy-sweater-crew-navy,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall19-635.jpg?v=1568920162,5,,,,,,,,,,,,,,,,,,,,,
,jimmy-sweater-crew-navy,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall19-622.jpg?v=1568920162,6,,,,,,,,,,,,,,,,,,,,,
,jimmy-sweater-crew-red,Jimmy Sweater Crew - Red,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>td border 1px solid ccc br mso data placement same cell td border 1px solid ccc br mso data placement same cell The everyday crew pullover just got better in a sweater version Yarns are twisted for a two color textured look perfect for all day any day td border 1px solid ccc br mso data placement same cell</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Returns and exchanges for unwashed and unworn items in original condition will be accepted up to 30 days from the date of purchase.</sectionBody></section></sections>",The Normal Brand-men,sweater,"the normal brand, new, cf size l, cf size m, cf size s, cf size xl, cf size xxl, fall 2019, flannel, jacket, shirts, outerwear, sweaters pullovers",,Title,Default Title,Link,https://thenormalbrand.com/products/jimmy-sweater-crew?variant=29049111806017,Sizes,"S,M,L,XL,XXL",,907,,deny,manual,78,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall19-1619.jpg?v=1568920162,1,,FALSE,,,,,,,,,,,,,,,,,,,
,jimmy-sweater-crew-red,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall19-1613.jpg?v=1568920162,2,,,,,,,,,,,,,,,,,,,,,
,jimmy-sweater-crew-red,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall19-1616.jpg?v=1568920162,3,,,,,,,,,,,,,,,,,,,,,
,jimmy-sweater-crew-red,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall19-128.jpg?v=1568920162,4,,,,,,,,,,,,,,,,,,,,,
,jimmy-sweater-crew-red,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall19-126.jpg?v=1568920162,5,,,,,,,,,,,,,,,,,,,,,
,jimmy-sweater-crew-red,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall19-1617.jpg?v=1568920162,6,,,,,,,,,,,,,,,,,,,,,
,jimmy-sweater-crew-red,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall19-2199.jpg?v=1568920162,7,,,,,,,,,,,,,,,,,,,,,
,slub-long-sleeve-pocket-t-navy,Slub Long Sleeve Pocket T-shirt - Navy,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>td border 1px solid ccc br mso data placement same cell A staple style in a staple fabric make this the all season long sleeve tee the perfect fall basic Garment pigment dye gives it character and we finished it off with a chest pocket for some style</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Returns and exchanges for unwashed and unworn items in original condition will be accepted up to 30 days from the date of purchase.</sectionBody></section></sections>",The Normal Brand-men,t-shirt,"the normal brand, new, cf size l, cf size m, cf size s, cf size xl, cf size xxl, fall 2019, shirts, t shirts",,Title,Default Title,Link,https://thenormalbrand.com/products/slub-long-sleeve-pocket-t?variant=29029401493569,Sizes,"S,M,L,XL,XXL",,454,,deny,manual,48,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0749/3241/products/2_acc9948e-a7e0-4403-b993-10182fcc4b99.jpg?v=1568906603,1,,FALSE,,,,,,,,,,,,,,,,,,,
,slub-long-sleeve-pocket-t-navy,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall19-783.jpg?v=1568906603,2,,,,,,,,,,,,,,,,,,,,,
,slub-long-sleeve-pocket-t-navy,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall19-785.jpg?v=1568906603,3,,,,,,,,,,,,,,,,,,,,,
,slub-long-sleeve-pocket-t-navy,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall19-784.jpg?v=1568906603,4,,,,,,,,,,,,,,,,,,,,,
,slub-long-sleeve-pocket-t-grey,Slub Long Sleeve Pocket T-shirt - Grey,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>td border 1px solid ccc br mso data placement same cell A staple style in a staple fabric make this the all season long sleeve tee the perfect fall basic Garment pigment dye gives it character and we finished it off with a chest pocket for some style</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Returns and exchanges for unwashed and unworn items in original condition will be accepted up to 30 days from the date of purchase.</sectionBody></section></sections>",The Normal Brand-men,t-shirt,"the normal brand, new, cf size l, cf size m, cf size s, cf size xl, cf size xxl, fall 2019, shirts, t shirts",,Title,Default Title,Link,https://thenormalbrand.com/products/slub-long-sleeve-pocket-t?variant=29029401329729,Sizes,"S,M,L,XL,XXL",,454,,deny,manual,48,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0749/3241/products/1_f25e12b7-549b-429f-80af-1a0376491391.jpg?v=1568906603,1,,FALSE,,,,,,,,,,,,,,,,,,,
,slub-long-sleeve-pocket-t-grey,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall19-799.jpg?v=1568906603,2,,,,,,,,,,,,,,,,,,,,,
,slub-long-sleeve-pocket-t-grey,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall19-802.jpg?v=1568906603,3,,,,,,,,,,,,,,,,,,,,,
,slub-long-sleeve-pocket-t-grey,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall19-805.jpg?v=1568906603,4,,,,,,,,,,,,,,,,,,,,,
,slub-long-sleeve-pocket-t-rust,Slub Long Sleeve Pocket T-shirt - Rust,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>td border 1px solid ccc br mso data placement same cell A staple style in a staple fabric make this the all season long sleeve tee the perfect fall basic Garment pigment dye gives it character and we finished it off with a chest pocket for some style</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Returns and exchanges for unwashed and unworn items in original condition will be accepted up to 30 days from the date of purchase.</sectionBody></section></sections>",The Normal Brand-men,t-shirt,"the normal brand, new, cf size l, cf size m, cf size s, cf size xl, cf size xxl, fall 2019, shirts, t shirts",,Title,Default Title,Link,https://thenormalbrand.com/products/slub-long-sleeve-pocket-t?variant=29029401165889,Sizes,"M,L,XL,XXL",,454,,deny,manual,48,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0749/3241/products/5_7b501489-3606-4367-affb-2d86c8c3a925.jpg?v=1568906603,1,,FALSE,,,,,,,,,,,,,,,,,,,
,slub-long-sleeve-pocket-t-rust,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall19-486.jpg?v=1568906603,2,,,,,,,,,,,,,,,,,,,,,
,slub-long-sleeve-pocket-t-rust,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/4_9e8de034-e729-448f-8e54-614cb1b302c0.jpg?v=1568906603,3,,,,,,,,,,,,,,,,,,,,,
,slub-long-sleeve-pocket-t-rust,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall19-487.jpg?v=1568906603,4,,,,,,,,,,,,,,,,,,,,,
,slub-long-sleeve-pocket-t-rust,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/6_eb5ab773-d33c-4359-800e-54390e9743d3.jpg?v=1568906603,5,,,,,,,,,,,,,,,,,,,,,
,slub-long-sleeve-pocket-t-green,Slub Long Sleeve Pocket T-shirt - Green,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>td border 1px solid ccc br mso data placement same cell A staple style in a staple fabric make this the all season long sleeve tee the perfect fall basic Garment pigment dye gives it character and we finished it off with a chest pocket for some style</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Returns and exchanges for unwashed and unworn items in original condition will be accepted up to 30 days from the date of purchase.</sectionBody></section></sections>",The Normal Brand-men,t-shirt,"the normal brand, new, cf size l, cf size m, cf size s, cf size xl, cf size xxl, fall 2019, shirts, t shirts",,Title,Default Title,Link,https://thenormalbrand.com/products/slub-long-sleeve-pocket-t?variant=29029401002049,Sizes,"S,M,XL,XXL",,454,,deny,manual,48,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0749/3241/products/Layer_1.jpg?v=1568906603,1,,FALSE,,,,,,,,,,,,,,,,,,,
,hawk-double-pocket-overshirt,Hawk Double Pocket Overshirt,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>td border 1px solid ccc br mso data placement same cell td border 1px solid ccc br mso data placement same cell This midweight flannel has all the makings of a fall favorite We chose bold colors and intended on this shirt being worn both buttoned up or completely undone for a casual look</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Returns and exchanges for unwashed and unworn items in original condition will be accepted up to 30 days from the date of purchase.</sectionBody></section></sections>",The Normal Brand-men,woven,"the normal brand, new, cf size l, cf size m, cf size s, cf size xl, fall 2018, fall 2019, overshirt, shirts, outerwear, button up shirts",,Title,Default Title,Link,https://thenormalbrand.com/products/hawk-double-pocket-overshirt,Sizes,XL,,454,,deny,manual,98,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall18_Day2_-58.jpg?v=1537905200,1,,FALSE,,,,,,,,,,,,,,,,,,,
,hawk-double-pocket-overshirt,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall18_Day2_-846.jpg?v=1537905200,2,,,,,,,,,,,,,,,,,,,,,
,hawk-double-pocket-overshirt,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall18_Day2_-54.jpg?v=1537905200,3,,,,,,,,,,,,,,,,,,,,,
,hawk-double-pocket-overshirt,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall18_Day2_-852.jpg?v=1537905200,4,,,,,,,,,,,,,,,,,,,,,
,hawk-double-pocket-overshirt,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall18_Day2_-50.jpg?v=1537905200,5,,,,,,,,,,,,,,,,,,,,,
,slub-long-sleeve-henley-navy,Slub Henley - Navy,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>td border 1px solid ccc br mso data placement same cell A staple style in a staple fabric make this all season henley the perfect fall basic Garment pigment dye gives it character and we finished it off with a lined button placket for durability</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Returns and exchanges for unwashed and unworn items in original condition will be accepted up to 30 days from the date of purchase.</sectionBody></section></sections>",The Normal Brand-men,henley,"the normal brand, new, cf size l, cf size m, cf size s, cf size xl, cf size xxl, fall 2019, henley, shirts, henleys",,Title,Default Title,Link,https://thenormalbrand.com/products/slub-long-sleeve-henley?variant=29029366792257,Sizes,"S,M,L,XL,XXL",,454,,deny,manual,55,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall19-682.jpg?v=1570464419,1,,FALSE,,,,,,,,,,,,,,,,,,,
,slub-long-sleeve-henley-navy,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall19-676.jpg?v=1570464419,2,,,,,,,,,,,,,,,,,,,,,
,slub-long-sleeve-henley-navy,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall19-671.jpg?v=1570464419,3,,,,,,,,,,,,,,,,,,,,,
,slub-long-sleeve-henley-navy,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall19-686.jpg?v=1570464419,4,,,,,,,,,,,,,,,,,,,,,
,slub-long-sleeve-henley-grey,Slub Henley - Grey,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>td border 1px solid ccc br mso data placement same cell A staple style in a staple fabric make this all season henley the perfect fall basic Garment pigment dye gives it character and we finished it off with a lined button placket for durability</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Returns and exchanges for unwashed and unworn items in original condition will be accepted up to 30 days from the date of purchase.</sectionBody></section></sections>",The Normal Brand-men,henley,"the normal brand, new, cf size l, cf size m, cf size s, cf size xl, cf size xxl, fall 2019, henley, shirts, henleys",,Title,Default Title,Link,https://thenormalbrand.com/products/slub-long-sleeve-henley?variant=29029366366273,Sizes,"S,M,L,XL,XXL",,454,,deny,manual,55,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0749/3241/products/tfvu9FnQ_0000_HsrJ_FFQ.jpg?v=1570464419,1,,FALSE,,,,,,,,,,,,,,,,,,,
,slub-long-sleeve-henley-grey,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/tfvu9FnQ_0002_RuQcpYDQ.jpg?v=1570464419,2,,,,,,,,,,,,,,,,,,,,,
,slub-long-sleeve-henley-grey,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/tfvu9FnQ_0001_tc3XoTRA.jpg?v=1570464419,3,,,,,,,,,,,,,,,,,,,,,
,slub-long-sleeve-henley-grey,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/tfvu9FnQ_0003_Background.jpg?v=1570464419,4,,,,,,,,,,,,,,,,,,,,,
,slub-long-sleeve-henley-rust,Slub Henley - Rust,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>td border 1px solid ccc br mso data placement same cell A staple style in a staple fabric make this all season henley the perfect fall basic Garment pigment dye gives it character and we finished it off with a lined button placket for durability</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Returns and exchanges for unwashed and unworn items in original condition will be accepted up to 30 days from the date of purchase.</sectionBody></section></sections>",The Normal Brand-men,henley,"the normal brand, new, cf size l, cf size m, cf size s, cf size xl, cf size xxl, fall 2019, henley, shirts, henleys",,Title,Default Title,Link,https://thenormalbrand.com/products/slub-long-sleeve-henley?variant=29029366136897,Sizes,"S,M,L,XL,XXL",,454,,deny,manual,55,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall19-587.jpg?v=1570464419,1,,FALSE,,,,,,,,,,,,,,,,,,,
,slub-long-sleeve-henley-rust,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall19-589.jpg?v=1570464419,2,,,,,,,,,,,,,,,,,,,,,
,slub-long-sleeve-henley-rust,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall19-591.jpg?v=1570464419,3,,,,,,,,,,,,,,,,,,,,,
,slub-long-sleeve-henley-rust,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall19-592.jpg?v=1570464419,4,,,,,,,,,,,,,,,,,,,,,
,slub-long-sleeve-henley-green,Slub Henley - Green,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>td border 1px solid ccc br mso data placement same cell A staple style in a staple fabric make this all season henley the perfect fall basic Garment pigment dye gives it character and we finished it off with a lined button placket for durability</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Returns and exchanges for unwashed and unworn items in original condition will be accepted up to 30 days from the date of purchase.</sectionBody></section></sections>",The Normal Brand-men,henley,"the normal brand, new, cf size l, cf size m, cf size s, cf size xl, cf size xxl, fall 2019, henley, shirts, henleys",,Title,Default Title,Link,https://thenormalbrand.com/products/slub-long-sleeve-henley?variant=29029362532417,Sizes,"S,M,L,XL,XXL",,454,,deny,manual,55,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0749/3241/products/DSC07809_a2b83579-969a-4108-bb7b-5f2e16ef0b18.jpg?v=1570464419,1,,FALSE,,,,,,,,,,,,,,,,,,,
,shooter-four-way-stretch-button-up-shirt-green,Shooter Four-Way Stretch Button Up Shirt - Green,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>Inspired by our buddies at Once Films in St Louis this performance woven will move with you anywhere you go The four way stretch fabric has a substantial weight for the fall and will quickly become your absolute favorite</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Returns and exchanges for unwashed and unworn items in original condition will be accepted up to 30 days from the date of purchase.</sectionBody></section></sections>",The Normal Brand-men,woven,"the normal brand, new, 1spring, cf size l, cf size m, cf size s, cf size xl, cf size xxl, fall 2019, shirts, button up shirts",,Title,Default Title,Link,https://thenormalbrand.com/products/shooter-four-way-stretch-button-up-shirt?variant=30103711481921,Sizes,"S,M,L,XL,XXL",,0,,deny,manual,125,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall19-426.jpg?v=1568754271,1,,FALSE,,,,,,,,,,,,,,,,,,,
,shooter-four-way-stretch-button-up-shirt-green,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall19-430.jpg?v=1568754271,2,,,,,,,,,,,,,,,,,,,,,
,shooter-four-way-stretch-button-up-shirt-green,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall19-420.jpg?v=1568754271,3,,,,,,,,,,,,,,,,,,,,,
,shooter-four-way-stretch-button-up-shirt-green,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall18_Day2_-144.jpg?v=1568754271,4,,,,,,,,,,,,,,,,,,,,,
,shooter-four-way-stretch-button-up-shirt-green,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall18_Day2_-155_1.jpg?v=1568754271,5,,,,,,,,,,,,,,,,,,,,,
,shooter-four-way-stretch-button-up-shirt-charcoal,Shooter Four-Way Stretch Button Up Shirt - Charcoal,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>Inspired by our buddies at Once Films in St Louis this performance woven will move with you anywhere you go The four way stretch fabric has a substantial weight for the fall and will quickly become your absolute favorite</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Returns and exchanges for unwashed and unworn items in original condition will be accepted up to 30 days from the date of purchase.</sectionBody></section></sections>",The Normal Brand-men,woven,"the normal brand, new, 1spring, cf size l, cf size m, cf size s, cf size xl, cf size xxl, fall 2019, shirts, button up shirts",,Title,Default Title,Link,https://thenormalbrand.com/products/shooter-four-way-stretch-button-up-shirt?variant=30103689265217,Sizes,"S,M,L,XL,XXL",,0,,deny,manual,125,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall19_Web-1260.png?v=1568754271,1,,FALSE,,,,,,,,,,,,,,,,,,,
,shooter-four-way-stretch-button-up-shirt-charcoal,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall19_Web-1262.png?v=1568754271,2,,,,,,,,,,,,,,,,,,,,,
,shooter-four-way-stretch-button-up-shirt-charcoal,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall19_Web-1264.png?v=1568754271,3,,,,,,,,,,,,,,,,,,,,,
,shooter-four-way-stretch-button-up-shirt-charcoal,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall19_Web-1263.png?v=1568754271,4,,,,,,,,,,,,,,,,,,,,,
,shooter-four-way-stretch-button-up-shirt-navy,Shooter Four-Way Stretch Button Up Shirt - Navy,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>Inspired by our buddies at Once Films in St Louis this performance woven will move with you anywhere you go The four way stretch fabric has a substantial weight for the fall and will quickly become your absolute favorite</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Returns and exchanges for unwashed and unworn items in original condition will be accepted up to 30 days from the date of purchase.</sectionBody></section></sections>",The Normal Brand-men,woven,"the normal brand, new, 1spring, cf size l, cf size m, cf size s, cf size xl, cf size xxl, fall 2019, shirts, button up shirts",,Title,Default Title,Link,https://thenormalbrand.com/products/shooter-four-way-stretch-button-up-shirt?variant=13255844233283,Sizes,"S,M,L,XL,XXL",,0,,deny,manual,125,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0749/3241/products/shooter2.jpg?v=1568754271,1,,FALSE,,,,,,,,,,,,,,,,,,,
,shooter-four-way-stretch-button-up-shirt-navy,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall19-413.jpg?v=1568754271,2,,,,,,,,,,,,,,,,,,,,,
,shooter-four-way-stretch-button-up-shirt-navy,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall19-1120.jpg?v=1568754271,3,,,,,,,,,,,,,,,,,,,,,
,shooter-four-way-stretch-button-up-shirt-navy,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/shooter3.jpg?v=1568754271,4,,,,,,,,,,,,,,,,,,,,,
,shooter-four-way-stretch-button-up-shirt-navy,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall19-1122.jpg?v=1568754271,5,,,,,,,,,,,,,,,,,,,,,
,shooter-four-way-stretch-button-up-shirt-navy,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/shooter.jpg?v=1568754271,6,,,,,,,,,,,,,,,,,,,,,
,shooter-four-way-stretch-button-up-shirt-navy,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/TNB_Spring19-882.jpg?v=1568754271,7,,,,,,,,,,,,,,,,,,,,,
,shooter-four-way-stretch-button-up-shirt-navy,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/TNB_Spring19-883.jpg?v=1568754271,8,,,,,,,,,,,,,,,,,,,,,
,shooter-four-way-stretch-button-up-shirt-khaki,Shooter Four-Way Stretch Button Up Shirt - Khaki,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>Inspired by our buddies at Once Films in St Louis this performance woven will move with you anywhere you go The four way stretch fabric has a substantial weight for the fall and will quickly become your absolute favorite</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Returns and exchanges for unwashed and unworn items in original condition will be accepted up to 30 days from the date of purchase.</sectionBody></section></sections>",The Normal Brand-men,woven,"the normal brand, new, 1spring, cf size l, cf size m, cf size s, cf size xl, cf size xxl, fall 2019, shirts, button up shirts",,Title,Default Title,Link,https://thenormalbrand.com/products/shooter-four-way-stretch-button-up-shirt?variant=13255832928323,Sizes,"S,M,L,XL",,0,,deny,manual,125,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall19-285.jpg?v=1568754271,1,,FALSE,,,,,,,,,,,,,,,,,,,
,shooter-four-way-stretch-button-up-shirt-khaki,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall18_Day2_-819.jpg?v=1568754271,2,,,,,,,,,,,,,,,,,,,,,
,shooter-four-way-stretch-button-up-shirt-khaki,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall19-294.jpg?v=1568754271,3,,,,,,,,,,,,,,,,,,,,,
,shooter-four-way-stretch-button-up-shirt-khaki,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall18_Day2_-134.jpg?v=1568754271,4,,,,,,,,,,,,,,,,,,,,,
,shooter-four-way-stretch-button-up-shirt-khaki,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall19-295.jpg?v=1568754271,5,,,,,,,,,,,,,,,,,,,,,
