Collection,Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google selfuct Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
,mountain-overshirt-blue-plaid,Mountain Overshirt - Blue Plaid,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>This incredibly soft heavyweight twill feels like a knit and layers like a jacket Thick yarns make it perfect for the outdoors The Mountain Shirt was intended to be taken anywhere It s finished off with an acid wash for a perfectly imperfect vintage look</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Returns and exchanges for unwashed and unworn items in original condition will be accepted up to 30 days from the date of purchase.</sectionBody></section></sections>",The Normal Brand-men,woven,"the normal brand, new, cf size l, cf size m, cf size s, cf size xl, cf size xxl, fall 2018, fall 2019, overshirt, shirt jacket, shirtjacket, shirts, outerwear, button up shirts",,Title,Default Title,Link,https://thenormalbrand.com/products/mountain-overshirt-blue-plaid,Sizes,"S,M,L,XL,XXL",,454,,deny,manual,118,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall19_Web-273.png?v=1568668140,1,,FALSE,,,,,,,,,,,,,,,,,,,
,mountain-overshirt-blue-plaid,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall19_Web-268.png?v=1568668140,2,,,,,,,,,,,,,,,,,,,,,
,mountain-overshirt-blue-plaid,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall19_Web-275.png?v=1568668140,3,,,,,,,,,,,,,,,,,,,,,
,mountain-overshirt-blue-plaid,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall19_Web-264.png?v=1568668140,4,,,,,,,,,,,,,,,,,,,,,
,mountain-overshirt-blue-plaid,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall19_Web-265.png?v=1568668140,5,,,,,,,,,,,,,,,,,,,,,
,mountain-overshirt-charcoal,Mountain Overshirt - Charcoal,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>This incredibly soft heavyweight twill feels like a knit and layers like a jacket Thick yarns make it perfect for the outdoors The Mountain Shirt was intended to be taken anywhere It s finished off with an acid wash for a perfectly imperfect vintage look</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Returns and exchanges for unwashed and unworn items in original condition will be accepted up to 30 days from the date of purchase.</sectionBody></section></sections>",The Normal Brand-men,woven,"the normal brand, new, 1sale, cf size l, cf size m, cf size s, cf size xl, cf size xxl, fall 2018, fall 2019, overshirt, shirt jacket, shirtjacket, ws 20, shirts, outerwear, button up shirts",,Title,Default Title,Link,https://thenormalbrand.com/products/mountain-overshirt-charcoal,Sizes,"S,M,L,XL,XXL",,454,,deny,manual,65,118,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0749/3241/products/1_60361d63-2f49-4a90-bd88-8754bb012374.jpg?v=1576856278,1,,FALSE,,,,,,,,,,,,,,,,,,,
,mountain-overshirt-charcoal,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/2_d16a671e-2256-44ef-a9b4-00f716d6f7f1.jpg?v=1576856278,2,,,,,,,,,,,,,,,,,,,,,
,mountain-overshirt-charcoal,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/charcoal_copy.jpg?v=1575923977,3,,,,,,,,,,,,,,,,,,,,,
,mountain-overshirt-tan-plaid,Mountain Overshirt - Tan Plaid,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>This incredibly soft heavyweight twill feels like a knit and layers like a jacket Thick yarns make it perfect for the outdoors The Mountain Shirt was intended to be taken anywhere It s finished off with an acid wash for a perfectly imperfect vintage look</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Returns and exchanges for unwashed and unworn items in original condition will be accepted up to 30 days from the date of purchase.</sectionBody></section></sections>",The Normal Brand-men,woven,"the normal brand, new, 1sale, cf size l, cf size m, cf size s, cf size xl, cf size xxl, fall 2018, fall 2019, overshirt, shirt jacket, shirtjacket, ws 20, shirts, outerwear, button up shirts",,Title,Default Title,Link,https://thenormalbrand.com/products/mountain-overshirt-tan-plaid,Sizes,"S,M,L,XL,XXL",,454,,deny,manual,65,118,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall19_Web-161.png?v=1573228049,1,,FALSE,,,,,,,,,,,,,,,,,,,
,mountain-overshirt-tan-plaid,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall19_Web-165.png?v=1573228049,2,,,,,,,,,,,,,,,,,,,,,
,mountain-overshirt-tan-plaid,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall19_Web-168.png?v=1573228046,3,,,,,,,,,,,,,,,,,,,,,
,mountain-overshirt-tan-plaid,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall19_Web-163.png?v=1573228046,4,,,,,,,,,,,,,,,,,,,,,
,mountain-overshirt-tan-plaid,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall19_Web-169.png?v=1573228046,5,,,,,,,,,,,,,,,,,,,,,
,the-runaway-pack-in-tan,Runaway Pack - Tan,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>This Runaway Pack can fit everything the Top Side Backpack can and more Made of durable soft canvas the leather details and convenient mesh pockets laptop sleeve and pen holders complete the look</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Returns and exchanges for unwashed and unworn items in original condition will be accepted up to 30 days from the date of purchase.</sectionBody></section></sections>",The Normal Brand-men,bags,"the normal brand, new, bag, fall 2019, accessories",,Title,Default Title,Link,https://thenormalbrand.com/products/the-runaway-pack-in-tan,Sizes,OS,,1842,,deny,manual,155,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0749/3241/products/TNB_Spring20_LAStudio_Web-2167.jpg?v=1581454882,1,,FALSE,,,,,,,,,,,,,,,,,,,
,the-runaway-pack-in-tan,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/TNB_Spring20_LAStudio_Web-2169.jpg?v=1581454882,2,,,,,,,,,,,,,,,,,,,,,
,the-runaway-pack-in-tan,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/TNB_Spring20_LAStudio_Web-2170.jpg?v=1581454882,3,,,,,,,,,,,,,,,,,,,,,
,the-runaway-pack-in-tan,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/TNB_Spring20_LAStudio_Web-2168.jpg?v=1581454882,4,,,,,,,,,,,,,,,,,,,,,
,the-runaway-pack-in-tan,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/jfkdsla.jpg?v=1581454882,5,,,,,,,,,,,,,,,,,,,,,
,the-runaway-pack-in-tan,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/1_7c8b9c67-2ef3-405c-9579-8e59a1e8068a.jpg?v=1581454882,6,,,,,,,,,,,,,,,,,,,,,
,the-runaway-pack-in-tan,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/2_324d92e0-265d-43e6-8d8a-1b5fdf0983dd.jpg?v=1581454882,7,,,,,,,,,,,,,,,,,,,,,
,utility-laptop-bag-in-tan,Utility Laptop Bag - Tan,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>This laptop bag will carry your laptop and everything else It has a leather bottom and handles for durability a shoulder strap for carrying ease and stylish leather and zipper details</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Returns and exchanges for unwashed and unworn items in original condition will be accepted up to 30 days from the date of purchase.</sectionBody></section></sections>",The Normal Brand-men,bags,"the normal brand, new, bag, fall 2019, accessories",,Title,Default Title,Link,https://thenormalbrand.com/products/utility-laptop-bag-in-tan,Sizes,OS,,1842,,deny,manual,165,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0749/3241/products/TNB_Spring20_LAStudio_Web-2179.jpg?v=1581454984,1,,FALSE,,,,,,,,,,,,,,,,,,,
,utility-laptop-bag-in-tan,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/TNB_Spring20_LAStudio_Web-2181.jpg?v=1581454984,2,,,,,,,,,,,,,,,,,,,,,
,utility-laptop-bag-in-tan,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/TNB_Spring20_LAStudio_Web-2180.jpg?v=1581454984,3,,,,,,,,,,,,,,,,,,,,,
,utility-laptop-bag-in-tan,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall19_Web-1825.png?v=1581454984,4,,,,,,,,,,,,,,,,,,,,,
,utility-laptop-bag-in-tan,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall19_Web-1821.png?v=1581454984,5,,,,,,,,,,,,,,,,,,,,,
,utility-laptop-bag-in-tan,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall19_Web-1824.png?v=1581454984,6,,,,,,,,,,,,,,,,,,,,,
,the-runaway-pack-in-brown,Runaway Pack - Brown,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>This Runaway Pack can fit everything the Top Side Backpack can and more Made of durable soft canvas the leather details and convenient mesh pockets laptop sleeve and pen holders complete the look</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Returns and exchanges for unwashed and unworn items in original condition will be accepted up to 30 days from the date of purchase.</sectionBody></section></sections>",The Normal Brand-men,bags,"the normal brand, new, bag, fall 2019, accessories",,Title,Default Title,Link,https://thenormalbrand.com/products/the-runaway-pack-in-brown,Sizes,OS,,1842,,deny,manual,155,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0749/3241/products/TNB_Spring20_LAStudio_Web-2162.jpg?v=1581454890,1,,FALSE,,,,,,,,,,,,,,,,,,,
,the-runaway-pack-in-brown,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/TNB_Spring20_LAStudio_Web-2165.jpg?v=1581454890,2,,,,,,,,,,,,,,,,,,,,,
,the-runaway-pack-in-brown,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/TNB_Spring20_LAStudio_Web-2164.jpg?v=1581454890,3,,,,,,,,,,,,,,,,,,,,,
,the-runaway-pack-in-brown,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/TNB_Spring20_LAStudio_Web-2163.jpg?v=1581454890,4,,,,,,,,,,,,,,,,,,,,,
,the-runaway-pack-in-brown,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall19_Web-1827.png?v=1581454890,5,,,,,,,,,,,,,,,,,,,,,
,the-runaway-pack-in-brown,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall19_Web-1828.png?v=1581454890,6,,,,,,,,,,,,,,,,,,,,,
,the-runaway-pack-in-brown,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall19_Web-1829.png?v=1581454890,7,,,,,,,,,,,,,,,,,,,,,
,utility-laptop-bag-in-green,Utility Laptop Bag - Green,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>This laptop bag will carry your laptop and everything else It has a leather bottom and handles for durability a shoulder strap for carrying ease and stylish leather and zipper details</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Returns and exchanges for unwashed and unworn items in original condition will be accepted up to 30 days from the date of purchase.</sectionBody></section></sections>",The Normal Brand-men,bags,"the normal brand, new, bag, fall 2019, accessories",,Title,Default Title,Link,https://thenormalbrand.com/products/utility-laptop-bag-in-green,Sizes,OS,,1842,,deny,manual,165,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0749/3241/products/TNB_Spring20_LAStudio_Web-2183.jpg?v=1581454990,1,,FALSE,,,,,,,,,,,,,,,,,,,
,utility-laptop-bag-in-green,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/TNB_Spring20_LAStudio_Web-2185.jpg?v=1581454990,2,,,,,,,,,,,,,,,,,,,,,
,utility-laptop-bag-in-green,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/TNB_Spring20_LAStudio_Web-2186.jpg?v=1581454990,3,,,,,,,,,,,,,,,,,,,,,
,utility-laptop-bag-in-green,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall19_Web-1817.png?v=1581454990,4,,,,,,,,,,,,,,,,,,,,,
,utility-laptop-bag-in-green,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall19_Web-1815.png?v=1581454990,5,,,,,,,,,,,,,,,,,,,,,
,utility-laptop-bag-in-green,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall19_Web-1819.png?v=1581454990,6,,,,,,,,,,,,,,,,,,,,,
,classic-stitched-leather-belt-brown,Classic Stitched Leather Belt - Brown,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>This belt is the perfect accessory to pair with pants jeans shorts or chinos The finishes offer a classic look to match your everyday wear</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Returns and exchanges for unwashed and unworn items in original condition will be accepted up to 30 days from the date of purchase.</sectionBody></section></sections>",The Normal Brand-men,accessories,"the normal brand, new, cf size l, cf size m, cf size s, cf size xl, cf size xxl, fall 2018, pants, accessories",,Title,Default Title,Link,https://thenormalbrand.com/products/classic-stitched-leather-belt-brown,Sizes,"28,30,32,34,36,38",,209,,deny,manual,40,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall18_Day2_-38.png?v=1536940235,1,,FALSE,,,,,,,,,,,,,,,,,,,
,classic-stitched-leather-belt-brown,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/LBCBROW.jpg?v=1536940235,2,,,,,,,,,,,,,,,,,,,,,
,puremeso-retro-henley-navy-mineral-blue-sleeves,Puremeso Retro Henley - Navy/Mineral Blue Sleeves,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>td border 1px solid ccc br mso data placement same cell When we started the company in our parents basement we had one shirt the Puremeso Henley You have loved it for a while now so we updated it with color blocking to give you more options in your favorite shirt</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Returns and exchanges for unwashed and unworn items in original condition will be accepted up to 30 days from the date of purchase.</sectionBody></section></sections>",The Normal Brand-men,henley,"the normal brand, new, cf size l, cf size m, cf size s, cf size xl, cf size xxl, cf size xxxl, fall 2019, henley, shirts, puremeso, henleys",,Title,Default Title,Link,https://thenormalbrand.com/products/puremeso-retro-henley?variant=31231692603457,Sizes,"S,M,L,XL,XXL",,454,,deny,manual,65,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0749/3241/products/Hue_Saturation_2_copy_178c677c-5b2e-42fd-bb51-3592cb91e4ad.png?v=1575479982,1,,FALSE,,,,,,,,,,,,,,,,,,,
,puremeso-retro-henley-stone-navy-sleeves,Puremeso Retro Henley - Stone/Navy Sleeves,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>td border 1px solid ccc br mso data placement same cell When we started the company in our parents basement we had one shirt the Puremeso Henley You have loved it for a while now so we updated it with color blocking to give you more options in your favorite shirt</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Returns and exchanges for unwashed and unworn items in original condition will be accepted up to 30 days from the date of purchase.</sectionBody></section></sections>",The Normal Brand-men,henley,"the normal brand, new, cf size l, cf size m, cf size s, cf size xl, cf size xxl, cf size xxxl, fall 2019, henley, shirts, puremeso, henleys",,Title,Default Title,Link,https://thenormalbrand.com/products/puremeso-retro-henley?variant=29029320818753,Sizes,"M,L,XL,XXL,XXXL",,454,,deny,manual,65,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall19-1083.jpg?v=1575479982,1,,FALSE,,,,,,,,,,,,,,,,,,,
,puremeso-retro-henley-stone-navy-sleeves,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall19-1085.jpg?v=1575479982,2,,,,,,,,,,,,,,,,,,,,,
,puremeso-retro-henley-stone-navy-sleeves,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall19-9.jpg?v=1575479982,3,,,,,,,,,,,,,,,,,,,,,
,puremeso-retro-henley-stone-navy-sleeves,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall19-8.jpg?v=1575479982,4,,,,,,,,,,,,,,,,,,,,,
,puremeso-retro-henley-stone-navy-sleeves,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall19-1088.jpg?v=1575479982,5,,,,,,,,,,,,,,,,,,,,,
,puremeso-retro-henley-stone-navy-sleeves,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall19-12.jpg?v=1575479982,6,,,,,,,,,,,,,,,,,,,,,
,puremeso-retro-henley-stone-wine-sleeves,Puremeso Retro Henley - Stone/Wine Sleeves,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>td border 1px solid ccc br mso data placement same cell When we started the company in our parents basement we had one shirt the Puremeso Henley You have loved it for a while now so we updated it with color blocking to give you more options in your favorite shirt</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Returns and exchanges for unwashed and unworn items in original condition will be accepted up to 30 days from the date of purchase.</sectionBody></section></sections>",The Normal Brand-men,henley,"the normal brand, new, cf size l, cf size m, cf size s, cf size xl, cf size xxl, cf size xxxl, fall 2019, henley, shirts, puremeso, henleys",,Title,Default Title,Link,https://thenormalbrand.com/products/puremeso-retro-henley?variant=29029305876545,Sizes,"S,M,L,XL,XXL",,454,,deny,manual,65,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall19-146.jpg?v=1575479982,1,,FALSE,,,,,,,,,,,,,,,,,,,
,puremeso-retro-henley-stone-wine-sleeves,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall19-148.jpg?v=1575479982,2,,,,,,,,,,,,,,,,,,,,,
,puremeso-retro-henley-stone-wine-sleeves,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall19-150.jpg?v=1575479982,3,,,,,,,,,,,,,,,,,,,,,
,puremeso-retro-henley-stone-red-sleeves,Puremeso Retro Henley - Stone/Red Sleeves,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>td border 1px solid ccc br mso data placement same cell When we started the company in our parents basement we had one shirt the Puremeso Henley You have loved it for a while now so we updated it with color blocking to give you more options in your favorite shirt</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Returns and exchanges for unwashed and unworn items in original condition will be accepted up to 30 days from the date of purchase.</sectionBody></section></sections>",The Normal Brand-men,henley,"the normal brand, new, cf size l, cf size m, cf size s, cf size xl, cf size xxl, cf size xxxl, fall 2019, henley, shirts, puremeso, henleys",,Title,Default Title,Link,https://thenormalbrand.com/products/puremeso-retro-henley?variant=31231695061057,Sizes,"M,L,XXL",,454,,deny,manual,65,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0749/3241/products/Hue_Saturation_3_copy_3b963f4e-daad-439b-a5a0-9031d1452275.png?v=1575477308,1,,FALSE,,,,,,,,,,,,,,,,,,,
,puremeso-retro-henley-stone-red-sleeves,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/Hue_Saturation_3_83431edf-aeba-4387-ad3f-9662e11bc141.png?v=1575477308,2,,,,,,,,,,,,,,,,,,,,,
,puremeso-retro-henley-stone-red-sleeves,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall_Holiday20_Stlouis_Web-165_32ada286-f2a6-4b7b-828f-0b7ff6519dea.png?v=1575477308,3,,,,,,,,,,,,,,,,,,,,,
,puremeso-retro-henley-stone-green-sleeves,Puremeso Retro Henley - Stone/Green Sleeves,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>td border 1px solid ccc br mso data placement same cell When we started the company in our parents basement we had one shirt the Puremeso Henley You have loved it for a while now so we updated it with color blocking to give you more options in your favorite shirt</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Returns and exchanges for unwashed and unworn items in original condition will be accepted up to 30 days from the date of purchase.</sectionBody></section></sections>",The Normal Brand-men,henley,"the normal brand, new, cf size l, cf size m, cf size s, cf size xl, cf size xxl, cf size xxxl, fall 2019, henley, shirts, puremeso, henleys",,Title,Default Title,Link,https://thenormalbrand.com/products/puremeso-retro-henley?variant=31231693291585,Sizes,"M,L,XL,XXL",,454,,deny,manual,65,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0749/3241/products/1_b782dc6a-4565-49e5-b7d1-478ac9ef6c8f.jpg?v=1575479982,1,,FALSE,,,,,,,,,,,,,,,,,,,
,puremeso-retro-henley-stone-green-sleeves,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/2_fb162d1e-43d6-404d-9df8-eb36b2504600.jpg?v=1575479982,2,,,,,,,,,,,,,,,,,,,,,
,puremeso-retro-henley-charcoal-wine-sleeves,Puremeso Retro Henley - Charcoal/Wine Sleeves,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>td border 1px solid ccc br mso data placement same cell When we started the company in our parents basement we had one shirt the Puremeso Henley You have loved it for a while now so we updated it with color blocking to give you more options in your favorite shirt</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Returns and exchanges for unwashed and unworn items in original condition will be accepted up to 30 days from the date of purchase.</sectionBody></section></sections>",The Normal Brand-men,henley,"the normal brand, new, cf size l, cf size m, cf size s, cf size xl, cf size xxl, cf size xxxl, fall 2019, henley, shirts, puremeso, henleys",,Title,Default Title,Link,https://thenormalbrand.com/products/puremeso-retro-henley?variant=31231694831681,Sizes,XL,,454,,deny,manual,65,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0749/3241/products/Hue_Saturation_1_copy_ebb66971-376e-4a14-a2c6-c964f348cbc7.png?v=1575479982,1,,FALSE,,,,,,,,,,,,,,,,,,,
,puremeso-retro-henley-charcoal-wine-sleeves,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/Hue_Saturation_1_d1ca6357-3287-434a-80f8-3a0b22fa6795.png?v=1575479982,2,,,,,,,,,,,,,,,,,,,,,
,puremeso-retro-henley-charcoal-wine-sleeves,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/Hue_Saturation_2_edf399e0-ac88-4813-bffa-3c2b74db5a24.png?v=1575477308,3,,,,,,,,,,,,,,,,,,,,,
,puremeso-retro-henley-heathered-grey-green-sleeves,Puremeso Retro Henley - Heathered grey/Green Sleeves,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>td border 1px solid ccc br mso data placement same cell When we started the company in our parents basement we had one shirt the Puremeso Henley You have loved it for a while now so we updated it with color blocking to give you more options in your favorite shirt</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Returns and exchanges for unwashed and unworn items in original condition will be accepted up to 30 days from the date of purchase.</sectionBody></section></sections>",The Normal Brand-men,henley,"the normal brand, new, cf size l, cf size m, cf size s, cf size xl, cf size xxl, cf size xxxl, fall 2019, henley, shirts, puremeso, henleys",,Title,Default Title,Link,https://thenormalbrand.com/products/puremeso-retro-henley?variant=29029315477569,Sizes,"XL,XXL",,454,,deny,manual,65,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall19-648.jpg?v=1575479982,1,,FALSE,,,,,,,,,,,,,,,,,,,
,puremeso-retro-henley-heathered-grey-green-sleeves,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3241/products/NB_Fall19-650.jpg?v=1575479982,2,,,,,,,,,,,,,,,,,,,,,
