Collection,Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google selfuct Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
,copy-of-magic-mind-special-corporate-pricing-recurring,Magic Mind (Special Corporate Pricing) (RECURRING),"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody /></section><section id=""2""><sectionTitle>Size &amp;amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp;amp; Returns</sectionTitle><sectionBody /></section><sizes><size instock=""true""><string>OS</string><variant>34886024069254</variant></size></sizes></sections>",Magic mind-men,,"industry:Health and Wellness, magic-mind, ",,Title,Default Title,Link,https://magicmind.com/products/copy-of-magic-mind-special-corporate-pricing-recurring,,,,227,,deny,manual,45.00,,True,True,,https://cdn.shopify.com/s/files/1/0251/9524/9748/products/MM-thumb_ef7f6856-7dea-493a-a49a-e945b6163b0a.png?v=1605286732,1,,FALSE,,,,,,,,,,,,,,,,,,,
,copy-of-magic-mind-special-corporate-pricing-recurring,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0251/9524/9748/products/MM-thumb_9452ffb4-5027-43a5-80d9-8164b5168962.png?v=1605286732,2
,magic-mind-special-corporate-pricing,Magic Mind (Special Corporate Pricing),"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody /></section><section id=""2""><sectionTitle>Size &amp;amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp;amp; Returns</sectionTitle><sectionBody /></section><sizes><size instock=""true""><string>OS</string><variant>34886004605062</variant></size></sizes></sections>",Magic mind-men,,"industry:Health and Wellness, magic-mind, ",,Title,Default Title,Link,https://magicmind.com/products/magic-mind-special-corporate-pricing,,,,227,,deny,manual,45.00,,True,True,,https://cdn.shopify.com/s/files/1/0251/9524/9748/products/MM-thumb_85f71f7d-c8e8-49ad-87ff-77b37f5577ff.png?v=1605286293,1,,FALSE,,,,,,,,,,,,,,,,,,,
,magic-mind-special-corporate-pricing,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0251/9524/9748/products/MM-thumb_6acaf041-1357-4f0c-82c8-819ce62b5216.png?v=1605286293,2
,wholesale-30-bottles-of-magic-mind-recurring,Wholesale: 30 Bottles of Magic Mind (RECURRING),"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody /></section><section id=""2""><sectionTitle>Size &amp;amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp;amp; Returns</sectionTitle><sectionBody /></section><sizes><size instock=""true""><string>OS</string><variant>34828315426950</variant></size></sizes></sections>",Magic mind-men,,"industry:Health and Wellness, magic-mind, ",,Title,Default Title,Link,https://magicmind.com/products/wholesale-30-bottles-of-magic-mind-recurring,,,,227,,deny,manual,77.40,,True,False,,https://cdn.shopify.com/s/files/1/0251/9524/9748/products/MM-thumb_50c976bd-19f5-49de-b6a1-1a05c4067dac.png?v=1605286352,1,,FALSE,,,,,,,,,,,,,,,,,,,
,wholesale-30-bottles-of-magic-mind,Wholesale: 30 Bottles of Magic Mind,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody /></section><section id=""2""><sectionTitle>Size &amp;amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp;amp; Returns</sectionTitle><sectionBody /></section><sizes><size instock=""true""><string>OS</string><variant>34828312313990</variant></size></sizes></sections>",Magic mind-men,,"industry:Health and Wellness, magic-mind, ",,Title,Default Title,Link,https://magicmind.com/products/wholesale-30-bottles-of-magic-mind,,,,227,,deny,manual,81.00,,True,False,,https://cdn.shopify.com/s/files/1/0251/9524/9748/products/MM-thumb_ad8ffdcc-3e47-4327-b261-4a165b86b694.png?v=1605286320,1,,FALSE,,,,,,,,,,,,,,,,,,,
,magic-mind-subscription-50-off,Magic Mind Subscription (50% OFF),"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody /></section><section id=""2""><sectionTitle>Size &amp;amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp;amp; Returns</sectionTitle><sectionBody /></section><sizes><size instock=""true""><string>OS</string><variant>34742452879494</variant></size></sizes></sections>",Magic mind-men,,"industry:Health and Wellness, magic-mind, , 50-off-flow",,Title,Default Title,Link,https://magicmind.com/products/magic-mind-subscription-50-off,,,,227,,deny,manual,37.75,59.25,True,True,,https://cdn.shopify.com/s/files/1/0251/9524/9748/products/MM-thumb_6fc52571-ae1b-4c94-894d-0bc6c0416ebe.png?v=1597768894,1,,FALSE,,,,,,,,,,,,,,,,,,,
,magic-mind-subscription,Magic Mind Subscription,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody /></section><section id=""2""><sectionTitle>Size &amp;amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp;amp; Returns</sectionTitle><sectionBody /></section><sizes><size instock=""true""><string>OS</string><variant>31376632971398</variant></size></sizes></sections>",Magic mind-men,,"industry:Health and Wellness, magic-mind, ",,Title,Default Title,Link,https://magicmind.com/products/magic-mind-subscription,,,,227,,deny,manual,59.25,,True,True,,https://cdn.shopify.com/s/files/1/0251/9524/9748/products/MM-thumb_0a5df4f6-b111-43d7-80f6-b0352e543f6e.png?v=1581348649,1,,FALSE,,,,,,,,,,,,,,,,,,,
,magic-mind,Magic Mind,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody /></section><section id=""2""><sectionTitle>Size &amp;amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp;amp; Returns</sectionTitle><sectionBody /></section><sizes><size instock=""true""><string>OS</string><variant>31346177802374</variant></size></sizes></sections>",Magic mind-men,,"industry:Health and Wellness, magic-mind, ",,Title,Default Title,Link,https://magicmind.com/products/magic-mind,,,,680,,deny,manual,27.50,,True,True,,https://cdn.shopify.com/s/files/1/0251/9524/9748/products/MM-thumb.png?v=1581348587,1,,FALSE,,,,,,,,,,,,,,,,,,,
